date,open,high,low,close,volume,rentabilidad,rentabilidad_%,media_movil_10d,media_movil_50d,rentabilidad_acumulada,caida_maxima,volatilidad_30d,sharpe_30d
2018-01-02,24809.349609375,24864.189453125,24741.69921875,24824.009765625,341130000,,,,,,,,
2018-01-03,24850.44921875,24941.919921875,24825.55078125,24922.6796875,456790000,0.003974777757767223,0.3974777757767223,,,1.0039747777577672,0.0,,
2018-01-04,24964.859375,25105.9609375,24963.26953125,25075.130859375,403280000,0.006116965502367844,0.6116965502367844,,,1.010116056838559,0.0,,
2018-01-05,25114.919921875,25299.7890625,25112.009765625,25295.869140625,358020000,0.008803075943568661,0.8803075943568661,,,1.019008185198727,0.0,,
2018-01-08,25308.400390625,25311.990234375,25235.41015625,25283.0,341390000,-0.0005087447501194164,-0.050874475011941644,,,1.0184897701341784,-0.0005087447501194164,,
2018-01-09,25312.05078125,25439.779296875,25308.41015625,25385.80078125,333490000,0.004066004083771668,0.4066004083771668,,,1.0226309536988236,0.0,,
2018-01-10,25348.130859375,25404.919921875,25256.990234375,25369.130859375,341470000,-0.000656663227551646,-0.0656663227551646,,,1.0219594295561736,-0.000656663227551646,,
2018-01-11,25398.599609375,25575.419921875,25396.189453125,25574.73046875,346830000,0.008104322158873689,0.8104322158873689,,,1.0302417180065957,0.0,,
2018-01-12,25638.390625,25810.4296875,25633.080078125,25803.189453125,376390000,0.008932996758427514,0.8932996758427514,,,1.0394448639339453,0.0,,
2018-01-16,25987.619140625,26086.119140625,25702.990234375,25792.859375,606520000,-0.0004003411339426055,-0.04003411339426055,25332.6400390625,,1.0390287313984472,-0.0004003411339426055,,
2018-01-17,25910.779296875,26130.44921875,25865.01953125,26115.650390625,522720000,0.012514743361019764,1.2514743361019764,25461.8041015625,,1.0520319093166246,0.0,,
2018-01-18,26149.55078125,26153.419921875,25947.3203125,26017.810546875,492780000,-0.0037464065526441326,-0.37464065526441326,25571.3171875,,1.0480905700779701,-0.0037464065526441326,,
2018-01-19,25987.349609375,26071.720703125,25942.830078125,26071.720703125,585000000,0.0020720481515104083,0.20720481515104083,25670.976171875,,1.0502622642063157,-0.001682121135905823,,
2018-01-22,26025.3203125,26215.23046875,25974.650390625,26214.599609375,431200000,0.005480225408861283,0.5480225408861283,25762.84921875,,1.0560179381525874,0.0,,
2018-01-23,26214.869140625,26246.189453125,26143.900390625,26210.810546875,433490000,-0.0001445401629801557,-0.01445401629801557,25855.6302734375,,1.0558653011476968,-0.0001445401629801557,,
2018-01-24,26282.0703125,26392.80078125,26106.939453125,26252.119140625,518790000,0.0015760135947007203,0.15760135947007203,25942.262109375,,1.0575293592164783,0.0,,
2018-01-25,26313.060546875,26458.25,26259.720703125,26392.7890625,401390000,0.005358421585757389,0.5358421585757389,26044.6279296875,,1.063196047362476,0.0,,
2018-01-26,26466.740234375,26616.7109375,26425.349609375,26616.7109375,477780000,0.008484206594071564,0.8484206594071564,26148.8259765625,,1.0722164222782995,0.0,,
2018-01-29,26584.279296875,26608.900390625,26435.33984375,26439.48046875,421000000,-0.006658616429586761,-0.6658616429586761,26212.455078125,,1.0650769443928445,-0.006658616429586761,,
2018-01-30,26198.44921875,26256.990234375,26028.419921875,26076.890625,448330000,-0.013713954938659345,-1.3713954938659345,26240.858203125,,1.050470527171236,-0.02028125540257697,,
