date,open,high,low,close,volume,rentabilidad,rentabilidad_%,media_movil_10d,media_movil_50d,rentabilidad_acumulada,caida_maxima,volatilidad_30d,sharpe_30d
2018-01-02,12897.6904296875,12924.16015625,12745.150390625,12871.3896484375,86049300,,,,,,,,
2018-01-03,12916.1796875,13023.58984375,12893.0498046875,12978.2099609375,84809300,0.008299050484651183,0.8299050484651183,,,1.0082990504846512,0.0,,
2018-01-04,13065.98046875,13208.349609375,13062.669921875,13167.8896484375,101199400,0.014615242631372816,1.4615242631372816,,,1.0230355857524671,0.0,,
2018-01-05,13219.1103515625,13332.7998046875,13219.1103515625,13319.6396484375,112555000,0.011524246029659402,1.1524246029659402,,,1.0348252995397753,0.0,,
2018-01-08,13399.6201171875,13407.8203125,13334.16015625,13367.7802734375,95005300,0.0036142588140999354,0.36142588140999354,,,1.0385654259996906,0.0,,
2018-01-09,13383.259765625,13425.01953125,13361.2197265625,13385.58984375,94770400,0.0013322758115563715,0.13322758115563715,,,1.0399490815954686,0.0,,
2018-01-10,13355.2802734375,13377.8798828125,13227.5703125,13281.33984375,120334900,-0.007788226086180017,-0.7788226086180017,,,1.0318497230298878,-0.007788226086180128,,
2018-01-11,13281.2001953125,13298.650390625,13151.83984375,13202.900390625,110577300,-0.005905989459483063,-0.5905989459483063,,,1.0257556294419028,-0.013648218364490039,,
2018-01-12,13241.2802734375,13265.1396484375,13168.009765625,13245.0302734375,87893300,0.0031909566508898646,0.31909566508898646,,,1.0290287711898582,-0.010500812586763053,,
2018-01-15,13244.3701171875,13250.3701171875,13173.7099609375,13200.509765625,58326200,-0.0033612990603565374,-0.33612990603565374,13202.0279296875,,1.025569897748178,-0.01382681527563867,,
2018-01-16,13228.599609375,13351.08984375,13196.5595703125,13246.330078125,85801600,0.003471101746337135,0.3471101746337135,13239.52197265625,,1.0291297552112424,-0.010403707811951213,,
2018-01-17,13200.919921875,13251.4404296875,13137.509765625,13183.9599609375,88144100,-0.004708482788791324,-0.4708482788791324,13260.09697265625,,1.0242841154713973,-0.015063204921570206,,
2018-01-18,13250.25,13293.2900390625,13201.33984375,13281.4296875,89644100,0.007393053896651125,0.7393053896651125,13271.4509765625,,1.031856703142561,-0.007781514110760557,,
2018-01-19,13297.740234375,13445.4697265625,13294.8095703125,13434.4501953125,108147200,0.011521388240041563,1.1521388240041563,13282.93203125,,1.0437451248275558,0.0,,
2018-01-22,13435.1396484375,13470.0498046875,13410.9599609375,13463.6904296875,95295700,0.0021765114277025877,0.21765114277025877,13292.523046875,,1.046016848019352,0.0,,
2018-01-23,13577.1396484375,13596.8896484375,13517.8095703125,13559.599609375,97239000,0.007123543146537292,0.7123543146537292,13309.9240234375,,1.0534681941682227,0.0,,
2018-01-24,13572.7099609375,13576.83984375,13414.740234375,13414.740234375,105385100,-0.010683160209232545,-1.0683160209232545,13323.2640625,,1.0422138246745927,-0.010683160209232545,,
2018-01-25,13374.3798828125,13443.3603515625,13222.4697265625,13298.3603515625,106119200,-0.008675522654868817,-0.8675522654868817,13332.81005859375,,1.0331720750274107,-0.019266000865680644,,
2018-01-26,13297.509765625,13348.6904296875,13268.3095703125,13340.169921875,75829200,0.0031439643089223868,0.3143964308922387,13342.3240234375,,1.036420331156272,-0.016182608175855706,,
2018-01-29,13358.900390625,13370.01953125,13274.83984375,13324.48046875,78822500,-0.001176105942944039,-0.1176105942944039,13354.72109375,,1.0352013910454112,-0.017339681657151718,,
2018-01-30,13223.9697265625,13309.8603515625,13171.91015625,13197.7099609375,115152700,-0.009514105117255145,-0.9514105117255145,13349.85908203125,,1.0253523761934764,-0.02668881522042099,,
2018-01-31,13210.759765625,13268.41015625,13159.349609375,13189.48046875,111852500,-0.0006235545569540646,-0.06235545569540646,13350.4111328125,,1.0247130130468174,-0.027295727845024542,,
2018-02-01,13235.150390625,13301.41015625,12971.7802734375,13003.900390625,122880100,-0.014070309938643666,-1.4070309938643666,13322.658203125,,1.0102949833550872,-0.04098197843288798,,
2018-02-02,12954.58984375,12954.58984375,12782.0703125,12785.16015625,140869300,-0.016821125032047912,-1.6821125032047912,13257.72919921875,,0.9933006851208205,-0.05711374048165552,,
2018-02-05,12687.7900390625,12752.599609375,12622.4404296875,12687.490234375,113937900,-0.007639319389147747,-0.7639319389147747,13180.1091796875,,0.9857125439377232,-0.06431674976575508,,
2018-02-06,12232.8603515625,12550.16015625,12232.8603515625,12392.66015625,204856800,-0.023237856556232006,-2.3237856556232006,13063.415234375,,0.9628066972360199,-0.0860600229167674,,
2018-02-07,12478.6796875,12651.2802734375,12414.83984375,12590.4296875,153471100,0.015958602007677847,1.5958602007677847,12980.9841796875,,0.9781717461275363,-0.07147481856358984,,
2018-02-08,12506.1796875,12541.3203125,12187.4501953125,12260.2900390625,153991900,-0.026221475885391587,-2.6221475885391587,12877.1771484375,,0.9525226392746817,-0.09582211921760353,,
2018-02-09,12263.099609375,12296.1796875,12003.3603515625,12107.48046875,175812900,-0.012463781021952447,-1.2463781021952447,12753.908203125,,0.9406506056803099,-0.1070915943285684,,
2018-02-12,12238.6298828125,12379.16015625,12222.33984375,12282.76953125,120024900,0.014477748938140245,1.4477748938140245,12649.737109375,,0.954269108987859,-0.09416429060650233,,
2018-02-13,12282.759765625,12300.6298828125,12196.2197265625,12196.5,94601100,-0.007023622077293901,-0.7023622077293901,12549.61611328125,,0.9475666834062922,-0.10052653829339964,0.010924878005339627,-0.15887894161406788
2018-02-14,12294.849609375,12393.7099609375,12075.2099609375,12339.16015625,130713000,0.011696811072848812,1.1696811072848812,12464.58408203125,,0.9586501918810216,-0.09000556714677621,0.01104939904540268,-0.14683824539335258
2018-02-15,12425.4501953125,12479.9697265625,12275.0400390625,12346.169921875,111934900,0.0005680909831977665,0.05680909831977665,12398.81103515625,,0.9591947924110701,-0.0894886075147121,0.010627136809418746,-0.1967333999970184
2018-02-16,12408.48046875,12484.1201171875,12368.7099609375,12451.9599609375,104230500,0.008568652442978442,0.8568652442978442,12365.491015625,,0.9674137992123554,-0.08168675184713337,0.010509616032676136,-0.20830756672426745
2018-02-19,12495.0703125,12505.490234375,12361.8603515625,12385.599609375,66917000,-0.005329309744865562,-0.5329309744865562,12335.301953125,,0.9622581514248956,-0.08658072758935353,0.010466073550040408,-0.23765851472819316
2018-02-20,12403.6298828125,12496.099609375,12333.7900390625,12487.900390625,87127600,0.008259655121788834,0.8259655121788834,12344.8259765625,,0.9702060718937953,-0.07903619941764639,0.01062841206889379,-0.21230253744754057
2018-02-21,12457.2197265625,12474.3701171875,12372.259765625,12470.490234375,83382600,-0.001394162005253552,-0.1394162005253552,12332.83203125,,0.9688534474510946,-0.08032017215663223,0.01057764591432746,-0.19317184546065574
2018-02-22,12358.8203125,12497.7099609375,12283.7001953125,12461.91015625,104173000,-0.0006880305395973174,-0.06880305395973174,12352.99404296875,,0.9681868466908541,-0.0809529399648401,0.01055481594683924,-0.17711075468479523
2018-02-23,12491.76953125,12513.3203125,12431.9404296875,12483.7900390625,97926500,0.0017557406961024036,0.17557406961024036,12390.625,,0.9698867317390203,-0.07933933163990303,0.010534321421706053,-0.18199672033735625
2018-02-26,12566.0498046875,12601.4599609375,12484.58984375,12527.0400390625,78303000,0.0034644927433631345,0.34644927433631345,12415.05205078125,,0.9732468972830143,-0.07614970943526966,0.01057568815187836,-0.15977074323741555
2018-02-27,12573.650390625,12577.5595703125,12436.1298828125,12490.73046875,89864600,-0.0028984955902813248,-0.2898495590281325,12444.47509765625,,0.9704259454429844,-0.07882748542855167,0.010532356255453868,-0.18058689065976605
2018-02-28,12427.4599609375,12516.919921875,12417.9599609375,12435.849609375,93391300,-0.0043937269731585404,-0.43937269731585404,12454.14404296875,,0.9661621587910387,-0.0828748659527565,0.010529620583259836,-0.17963739453057
2018-03-01,12386.400390625,12387.8798828125,12143.1396484375,12190.9404296875,113680600,-0.01969380359045758,-1.9693803590457581,12438.62109375,,0.9471347509992756,-0.10093654821055498,0.010862107687722508,-0.2572621204723538
2018-03-02,12051.8896484375,12081.400390625,11877.66015625,11913.7099609375,120480800,-0.02274069587567551,-2.274069587567551,12384.79609375,,0.9255962476735174,-0.12138187674063372,0.011103523451721135,-0.3545251508840885
2018-03-05,11831.5703125,12110.1796875,11830.98046875,12090.8701171875,109920600,0.014870276079480771,1.487027607948077,12355.32314453125,,0.9393601194145541,-0.10831658267933175,0.011576303189383167,-0.30349523342615997
