date,close,high,low,open,volume,rentabilidad,rentabilidad_%,media_movil_10d,media_movil_50d,rentabilidad_acumulada,maximo_acumulado,caida_maxima,volatilidad_30d,sharpe_30d
2018-01-04,30736.48046875,30796.9296875,30560.4296875,30691.7109375,2995571100,,,,,,,,,
2018-01-05,30814.640625,30911.009765625,30638.529296875,30893.859375,2263930100,0.0025429117146142932,0.2542911714614293,,,1.0025429117146143,1.0025429117146143,0.0,,
2018-01-08,30899.529296875,30929.150390625,30732.5390625,30895.08984375,2004162500,0.00275481622219953,0.275481622219953,,,1.0053047331912568,1.0053047331912568,0.0,,
2018-01-09,31011.41015625,31056.69921875,30852.4296875,30933.509765625,2004940800,0.0036207949415694163,0.36207949415694163,,,1.0089447354839316,1.0089447354839316,0.0,,
2018-01-10,31073.720703125,31267.5703125,30928.580078125,31009.240234375,2595365800,0.0020092780870346605,0.20092780870346605,,,1.0109719860319684,1.0109719860319684,0.0,,
2018-01-11,31120.390625,31133.1796875,30950.0703125,31066.2109375,1794778900,0.001501909678627733,0.1501909678627733,,,1.0124903746426113,1.0124903746426113,0.0,,
2018-01-12,31412.5390625,31412.5390625,31198.359375,31298.05078125,2327417400,0.00938768542530144,0.938768542530144,,,1.0219953157759016,1.0219953157759016,0.0,,
2018-01-15,31338.869140625,31733.1796875,31265.25,31702.560546875,2664144600,-0.0023452393239662417,-0.23452393239662417,,,1.0195984921724346,1.0219953157759016,-0.0023452393239663527,,
2018-01-16,31904.75,31904.75,31423.619140625,31423.619140625,3097059200,0.018056837240544965,1.8056837240544965,,,1.0380092161962973,1.0380092161962973,0.0,,
2018-01-17,31983.41015625,31983.41015625,31642.26953125,31825.51953125,3999243800,0.002465468503906054,0.24654685039060542,31229.5740234375,,1.0405683952255935,1.0405683952255935,0.0,,
2018-01-18,32121.939453125,32233.810546875,31869.69921875,32148.44921875,3741499700,0.004331286007284385,0.4331286007284385,31368.119921875,,1.0450753945554565,1.0450753945554565,0.0,,
2018-01-19,32254.890625,32254.890625,31986.0,32142.16015625,2906627500,0.004138952197111578,0.41389521971115784,31512.144921875,,1.049400911655899,1.049400911655899,0.0,,
2018-01-22,32393.41015625,32417.23046875,32046.83984375,32276.9609375,2880231400,0.00429452801004504,0.429452801004504,31661.5330078125,,1.0539075932647721,1.0539075932647721,0.0,,
2018-01-23,32930.69921875,32930.69921875,32554.23046875,32606.140625,3954770600,0.016586369261784473,1.6586369261784473,31853.4619140625,,1.0713880937744602,1.0713880937744602,0.0,,
2018-01-24,32958.69140625,33018.7109375,32728.509765625,32907.23046875,3897512100,0.0008500331958958274,0.08500331958958274,32041.958984375,,1.072298809219856,1.072298809219856,0.0,,
2018-01-25,32654.44921875,32998.05078125,32650.220703125,32979.37890625,3554766400,-0.009231015386803487,-0.9231015386803487,32195.36484375,,1.0624004024126965,1.072298809219856,-0.009231015386803376,,
2018-01-26,33154.12109375,33223.578125,32794.12890625,32836.28125,3892652400,0.015301800733270143,1.5301800733270143,32369.523046875,,1.0786570416693615,1.0786570416693615,0.0,,
2018-01-29,32966.890625,33484.078125,32897.0390625,33335.48046875,3605090600,-0.005647275891300763,-0.5647275891300763,32532.3251953125,,1.0725655677629604,1.0786570416693615,-0.0056472758913006516,,
2018-01-30,32607.2890625,32976.75,32501.349609375,32751.720703125,3177122400,-0.010907961159894786,-1.0907961159894786,32602.5791015625,,1.0608660642083616,1.0786570416693615,-0.01649363678511384,,
2018-01-31,32887.26953125,32933.98046875,32330.390625,32435.759765625,3314255500,0.008586438087917925,0.8586438087917925,32692.9650390625,,1.0699751249882599,1.0786570416693615,-0.0080488202882959,,
2018-02-01,32642.08984375,33048.0390625,32642.08984375,32950.30078125,2769125200,-0.007455154866749525,-0.7455154866749525,32744.980078125,,1.0619982947279027,1.0786570416693615,-0.01544396995330155,,
