date,close,high,low,open,volume,rentabilidad,rentabilidad_%,media_movil_10d,media_movil_50d,rentabilidad_acumulada,maximo_acumulado,caida_maxima,volatilidad_30d,sharpe_30d
2018-01-02,1550.010009765625,1550.300048828125,1536.1199951171875,1536.1199951171875,3397430000,,,,,,,,,
2018-01-03,1552.5799560546875,1555.0799560546875,1547.5899658203125,1550.280029296875,3544030000,0.0016580191565673807,0.16580191565673807,,,1.0016580191565674,1.0016580191565674,0.0,,
2018-01-04,1555.719970703125,1560.8399658203125,1552.3699951171875,1552.97998046875,3697340000,0.0020224495596457004,0.20224495596457004,,,1.0036838219763262,1.0036838219763262,0.0,,
2018-01-05,1560.010009765625,1560.0699462890625,1552.1300048828125,1555.8699951171875,3239280000,0.0027575907896593144,0.27575907896593144,,,1.006451571239538,1.006451571239538,0.0,,
2018-01-08,1561.81005859375,1562.989990234375,1548.22998046875,1559.800048828125,3246160000,0.0011538700501001475,0.11538700501001475,,,1.0076128855644677,1.0076128855644677,0.0,,
2018-01-09,1560.0999755859375,1565.5799560546875,1558.8599853515625,1562.219970703125,3467460000,-0.0010949366079459066,-0.10949366079459066,,,1.0065096133294251,1.0076128855644677,-0.0010949366079459066,,
2018-01-10,1559.800048828125,1561.9100341796875,1551.52001953125,1559.010009765625,3579900000,-0.00019224842157938848,-0.01922484215793885,,,1.006316113444958,1.0076128855644677,-0.001286974529690732,,
2018-01-11,1586.7900390625,1586.7900390625,1560.219970703125,1560.219970703125,3645690000,0.017303493646286583,1.7303493646286583,,,1.0237288979201087,1.0237288979201087,0.0,,
2018-01-12,1591.969970703125,1598.1800537109375,1587.1199951171875,1587.1199951171875,3587220000,0.0032644089722704273,0.3264408972270427,,,1.0270707677196516,1.0270707677196516,0.0,,
2018-01-16,1572.969970703125,1604.02001953125,1570.75,1592.9100341796875,4362880000,-0.011934898490332913,-1.1934898490332913,1565.1760009765626,,1.0148127823645292,1.0270707677196516,-0.011934898490332913,,
2018-01-17,1586.6600341796875,1589.1300048828125,1573.72998046875,1573.72998046875,3790340000,0.008703321571004397,0.8703321571004397,1568.8410034179688,,1.0236450243438133,1.0270707677196516,-0.00333545017880732,,
2018-01-18,1576.72998046875,1586.31005859375,1576.4100341796875,1586.31005859375,3703300000,-0.006258463374021694,-0.6258463374021694,1571.256005859375,,1.017238579450958,1.0270707677196516,-0.009573038760049113,,
2018-01-19,1597.6300048828125,1597.6300048828125,1575.3199462890625,1576.5,3724230000,0.013255297148500489,1.325529714850049,1575.4470092773438,,1.0307223790924989,1.0307223790924989,0.0,,
2018-01-22,1605.1700439453125,1605.1700439453125,1595.550048828125,1598.1400146484375,3489480000,0.004719515181522249,0.4719515181522249,1579.9630126953125,,1.0355868890085607,1.0355868890085607,0.0,,
2018-01-23,1610.7099609375,1612.550048828125,1599.2099609375,1604.93994140625,3541140000,0.003451296025043682,0.3451296025043682,1584.8530029296876,,1.0391610059221832,1.0391610059221832,0.0,,
2018-01-24,1601.77001953125,1615.52001953125,1595.93994140625,1611.68994140625,4079270000,-0.005550311119356666,-0.5550311119356666,1589.0200073242188,,1.0333933390362113,1.0391610059221832,-0.005550311119356777,,
2018-01-25,1601.6700439453125,1607.7900390625,1594.4200439453125,1601.5899658203125,3873100000,-6.241569308851336e-05,-0.006241569308851336,1593.2070068359376,,1.0333288390747224,1.0391610059221832,-0.005612380385929816,,
2018-01-26,1608.06005859375,1608.06005859375,1599.5,1602.969970703125,3474680000,0.0039895949060126945,0.39895949060126945,1595.3340087890624,,1.037451402547331,1.0391610059221832,-0.0016451766041154503,,
2018-01-29,1598.1099853515625,1607.949951171875,1597.8800048828125,1607.81005859375,3587420000,-0.006187625386883111,-0.6187625386883111,1595.9480102539062,,1.0310320419112715,1.0391610059221832,-0.007822622254477052,,
2018-01-30,1582.8199462890625,1595.6400146484375,1579.489990234375,1595.6400146484375,4012070000,-0.00956757620104376,-0.9567576201043759,1596.9330078125,,1.0211675642845677,1.0391610059221832,-0.01731535492100922,,
2018-01-31,1574.97998046875,1594.27001953125,1571.260009765625,1584.7099609375,4276270000,-0.004953163395933546,-0.49531633959335464,1595.7650024414063,,1.0161095544840388,1.0391610059221832,-0.02218275253476032,,
2018-02-01,1579.8699951171875,1582.280029296875,1568.8499755859375,1574.72998046875,3977380000,0.0031048106700264366,0.31048106700264366,1596.07900390625,,1.0192643822707166,1.0391610059221832,-0.01914681511149441,,
2018-02-02,1547.27001953125,1577.030029296875,1547.06005859375,1577.030029296875,4340220000,-0.02063459378726884,-2.063459378726884,1591.0430053710938,,0.9982322757807288,1.0391610059221832,-0.039386322146617636,,
2018-02-05,1491.0899658203125,1547.030029296875,1491.06005859375,1544.93994140625,5310840000,-0.036309146433249895,-3.6309146433249895,1579.6349975585938,,0.96198731390501,1.0391610059221832,-0.07426538484157885,,
2018-02-06,1507.1700439453125,1512.97998046875,1461.449951171875,1486.8499755859375,5917350000,0.010784109942121312,1.0784109942121312,1569.281005859375,,0.9723614908610876,1.0391610059221832,-0.06428216097448314,,
2018-02-07,1507.969970703125,1517.0,1503.3199462890625,1506.6600341796875,4646300000,0.0005307475165301501,0.053074751653015007,1559.9010009765625,,0.9728775693075317,1.0391610059221832,-0.06378553105524742,,
2018-02-08,1463.7900390625,1511.2099609375,1463.739990234375,1508.449951171875,5333840000,-0.029297620310055006,-2.9297620310055006,1546.1130004882812,,0.9443745716737904,1.0391610059221832,-0.0912143870951706,,
2018-02-09,1477.8399658203125,1487.5799560546875,1436.4300537109375,1467.719970703125,5690110000,0.009598321058948311,0.9598321058948311,1533.0909912109375,,0.9534389820126222,1.0391610059221832,-0.08249157100875681,,
